title,sentence,date
"Most Top Cryptos See Minor Losses as Bitcoin Hovers Over $3,850","The top 20 cryptocurrencies are reporting minor losses as Bitcoin hovers over the $3,850 mark.",2019-03-04
"Bitcoin Hovers Over $3,850 as Most Top Cryptos See Losses","Most of the top 20 cryptocurrencies are reporting minor to average losses, as Bitcoin hovers near the $3,850 mark.",2019-03-03
Securities Lawsuit Against Ripple to Stay in Federal Court,U.S. District Judge Phyllis Hamilton has ordered that the ongoing securities lawsuit against Ripple will stay in federal court.,2019-03-02
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Bitcoin SV: Price Analysis, March 1",Institutional investors are using low valuations — a product of the extended bear market — to invest and enter the crypto space.,2019-03-02
Ripple Head of Markets: XRP Token Listing Was ‘Coinbase’s Independent Decision’,Fresh comments from Ripple’s Miguel Vias come amid continued tension over XRP’s sudden appearance on Coinbase’s platforms.,2019-03-01
Crypto Exchange Coinbase Adds Support for XRP on Retail Platform and Mobile Apps,U.S. crypto exchange Coinbase has extended support for XRP to Coinbase.com and its Android and iOS apps.,2019-03-01
"After a Brief Decline, Crypto Market Cap Is Stable Around $130 Billion, Stocks Are Down",Crypto markets capitalization has been hovering around $130 billion after a major sell off on Feb. 24.,2019-03-01
Thai SEC Added 3 Cryptos to List of Crypto Assets Suitable for ICOs and Trading,The Thai SEC updated the list of cryptocurrencies suitable for use in ICO investments and trading pairs.,2019-02-28
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, TRON, Binance Coin, Bitcoin SV: Price Analysis, February 27","While the crypto space has been in a ruthless bear market, banks and exchanges have started launching crypto services.",2019-02-28
"Bitcoin Approaches $3,900 as Crypto Markets Stabilize, Stock Market Slightly Down","Most of the top 20 cryptocurrencies are seeing stability as Bitcoin approaches the $3,900 mark again.",2019-02-28
Report: Ripple Violates Coinbase’s Listing Rules,"Per Diar’s recent report, Ripple is breaking one of Coinbase’s listing rules specified in the exchange’s “Digital Asset Framework.”",2019-02-27
"Crypto Markets Lose $2 Billion After Brief Recovery Attempt, US Stock Market Is Down",Most of top 20 coins are in red today after a short recovery attempt on Monday.,2019-02-27
Nasdaq Begins Listing Brave New Coin’s Bitcoin and Ethereum Price Indices,"Nasdaq partnership launched as scheduled, as Brave New Coin puts the finishing touches to a third index tracking Ripple’s XRP.",2019-02-26
"Crypto Markets Recovering After Yesterday’s Dive, Palladium Hits New Record High","Cryptocurrency markets have seen mixed signals, with most top coins recovering after yesterday’s dive and Bitcoin hovering around $3,900.",2019-02-26
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Cardano: Price Analysis, Feb. 25",Endorsement of blockchain from heads of state shows that the time of the technology has come.,2019-02-26
Coinbase Pro Adds Support for XRP,"Coinbase Pro is adding support for Ripple’s XRP token, which will be fully tradable after the platform establishes sufficient liquidity.",2019-02-26
"Crypto Markets See Double-Digit Crash, Asian Markets Soar as Trump Delays Tariff Hike","Cryptocurrencies are today seeing a blood-red market rout, with virtually all of the top 20 coins posting losses of between 7 and 17 percent.",2019-02-25
"Bitcoin Drops Sharply to Below $3,900, Total Market Cap Sheds $15 Billion","The top 20 cryptocurrencies report sharp losses — Bitcoin falls under $3,900 after breaking the $4,150 mark earlier today.",2019-02-25
"Bitcoin Hovers Under $4,000 as Top Cryptos See Mixed Movements","The top 20 cryptocurrencies are reporting mixed movements, as Bitcoin hovers under the $4,000 mark.",2019-02-24
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Cardano: Price Analysis, Feb. 22",Institutional investors are getting more involved in the crypto space as fundamentals are improving.,2019-02-23
"Bitcoin Hits $4K for the Fourth Time in 2019, Stocks Jump Amid US–China Trade Talks","Bitcoin broke the $4,000 threshold for the fourth time in 2019, while all top 20 cryptos are seeing green.",2019-02-23
Third-Top Exchange OKEx Lists Ripple and Bitcoin Cash on Customer-to-Customer Platform,"The OKEx C2C platform has listed Ripple and Bitcoin Cash while delisting NEO, QTUM and Exchange Union (XUC).",2019-02-22
Report: Major European Derivatives Exchange to Launch Cryptocurrency Futures,Deutsche Boerse-operated derivatives exchange Eurex is reportedly planning to launch digital currency futures.,2019-02-22
"Crypto Markets Show Slight Decline, as Do Dow Jones Industrial and S&P 500","All of the top 20 coins by market cap are seeing red today, with total market capitalization around $133 billion.",2019-02-22
Major Cryptocurrencies See Green While US Crude Futures Hit New High for 2019,"Bitcoin continues to trade at around $4,000, with other top 20 cryptocurrencies reporting marked gains.",2019-02-21
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Stellar, Tron, Binance Coin, Cardano: Price Analysis, Feb. 20","Elon Musk recently stated that Bitcoin is a better transfer of value than paper money. On the week, the coin is up by almost 10 percent.",2019-02-21
"Crypto Markets Trade Sideways After Recent Gains, Stock Market Sees Green","Crypto markets are mostly trading sideways today, Binance Coin jumps 6 percent amidst Binance DEX launch.",2019-02-21
CEO of Japanese Finance Giant SBI Vests His Crypto Industry Hopes in Ripple and R3,Yoshitaka Kitao is vesting his future hopes for crypto in Ripple and R3 technologies.,2019-02-20
Bitcoin Again Tests $4K Amidst Anticipation of US and China Trade Deal Finalization,"Crypto markets have continued gaining momentum, with all top 20 coins in green and Bitcoin testing $4,000.",2019-02-19
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, TRON, Stellar, Binance Coin, Bitcoin SV: Price Analysis, February 18","While markets are currently staging a recovery attempt, some analysts feel negative sentiment will drive prices lower still.",2019-02-19
Major Omani Bank Joins RippleNet Cross-Border Payment Network,Oman’s second largest bank BankDhofar is now using RippleNet technology for cross-border payments to India.,2019-02-19
"Crypto Markets See Bullish Growth, Asian Stock Markets Rally Ahead of US-China Trade Talk","Crypto markets are seeing a bullish surge of green, with all of the top twenty cryptocurrencies seeing growth between 2 and 12 percent.",2019-02-18
"Bitcoin Hovers Near $3,630 as Top Cryptos See Minor Losses","The top 20 cryptocurrencies are reporting minor losses, as Bitcoin falls under the $3,650 mark.",2019-02-18
Most Cryptos See Gentle Green Amid Exceedingly Calm Market Picture,Virtually all of the top 20 coins by market cap are seeing fluctuations of within 2 percent in both directions on the day.,2019-02-17
Ordinary Stablecoin or XRP Killer? What We Know About JPMorgan Chase’s New Cryptocurrency,JPMorgan Chase is launching its own cryptocurrency in a first for U.S. banking.,2019-02-16
"Bitcoin, Ethereum, Ripple, Litecoin, EOS, Bitcoin Cash, TRON, Stellar, Binance Coin, Bitcoin SV: Price Analysis, February 15","Some experts predict the downfall of tokens with no clear use cases, while touting Bitcoin as a clear winner in the long run.",2019-02-16
"Crypto Markets Continue to See Mixed Signals, Dow Jones Up Over 360 Points","Crypto markets continue trading sideways, Bitcoin keeps holding its weekly momentum.",2019-02-16
Ripple CEO Brad Garlinghouse Says JPMorgan Coin ‘Misses the Point’ of Crypto,"Following JPMorgan Chase’s announcement of the upcoming release of their own digital asset, Garlinghouse criticized the move on Twitter.",2019-02-15
"Crypto Markets Trading Sideways With Slight Losses, April Gold Closes Slightly Down","Cryptocurrency markets have continued trading sideways, remaining relatively quiet with moderate losses throughout the top 20 coins.",2019-02-15
Ripple Introduces XRP Ledger Version 1.2.0 With Upgrade Deadline of Feb. 27,"Ripple has released XRP Ledger version 1.2.0, including a number of new network amendments.",2019-02-15
Ripple's Fundraising Arm Xpring Invests in XRP Community Developer’s Lab,Ripple’s fundraising arm Xpring invests in a startup that develops applications for XRP Ledger.,2019-02-15
"Bitcoin, Ethereum, Ripple, EOS, Litecoin, Bitcoin Cash, Tron, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 13",Some still expect Bitcoin to become the “digital gold” among cryptos. Let’s analyze the charts and find out the patterns that are developing in the major cryptocurrencies.,2019-02-14
"EOS Sees Second Day of Growth as Crypto Markets, Stocks See Scant Price Action","With a few notable exceptions, most of the top 20 cryptocurrencies by market cap are fluctuating 2 percent in either direction on the day.",2019-02-13
"Ripple, Mastercard and Barclays Invest in Ripple-Based Remittance Firm SendFriend","Remittance company SendFriend has received a $1.7 million investment from investors including Ripple, Mastercard Foundation, MIT Media Lab and Barclays.",2019-02-12
"Bitcoin, Ethereum, Ripple, Litecoin, EOS, Bitcoin Cash, TRON, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 11","While all other asset classes are matured, cryptocurrencies are still in their early stages of development.",2019-02-12
UAE Exchange and Payment Platform Unimoni Join Ripple’s Payments Network,"Finablr, a major payments and foreign exchange firm based in UAE, joins RippleNet to launch cross-border payments with Thailand.",2019-02-12
"Bitcoin Holds Near $3,650 While the Stock Market Sees Minor Uptrend","Most of the top 20 cryptocurrencies are reporting slight to noteworthy gains as Bitcoin holds near $3,650.",2019-02-12
"Major Currencies Gradually Roll Back After Short Recovery, Bitcoin Stays Over $3,600",The top cryptocurrencies are gradually rolling back after a recent short recovery.,2019-02-10
"Cryptos See Mild Movements After Market Surge, Bitcoin Holds Above $3,600","The crypto markets are seeing mixed, mild signals, while Bitcoin manages to stay above $3,600 for the second day in a row.",2019-02-10
"Forbes ‘Fintech 50’ List, Reviewed: New Players, Veterans and Startups Which Didn’t Make the Cut",A look into the crypto part of Forbes’ fresh ’Fintech 50’ list,2019-02-10
"Bitcoin Breaks $3,600 Price Point, Some Top Cryptos See Double-Digit Gains","Bitcoin has broken the $3,600 mark, with some the top 20 cryptocurrencies seeing double-digit gains.",2019-02-09
"Bitcoin, Ripple, Ethereum, Litecoin, EOS, Bitcoin Cash, Tron, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 8","Experts are predicting various levels at which they think the Bitcoin price will bottom out, ranging from $2,000–$2,500.",2019-02-09
"Bitcoin Breaks the $3,450 Mark Amid Minor Stock Market Sees Downturn","Most of the top 20 cryptocurrencies are reporting slight to noteworthy gains as Bitcoin breaks the $3,450 mark.",2019-02-09
"Binance Wants to Add Ripple’s xRapid as a Partner in Future, CZ Reveals","World’s largest crypto exchange Binance “definitely want[s] to add” Ripple’s xRapid as a partner in future, the firm’s CEO revealed.",2019-02-08
"Bitcoin Stuck Around $3,400 as the Stock Market Sees a Minor Downturn","Most of the top 20 cryptocurrencies are reporting slight to noteworthy gains, Bitcoin stays stable around $3,400.",2019-02-08
"Ripple Expands Blockchain University Initiative With Partners in US, China & Singapore","Ripple has announced the latest new partners in its global University Blockchain Research Initiative, which include universities in China, Singapore and Brazil.",2019-02-08
"Binance CEO CZ: Crypto Growth Needs Entrepreneurs and Projects, Not ETFs","CEO of leading cryptocurrency exchange Binance, Changpeng Zhao, said that he doesn’t think ETFs “are core to our industry's growth.”",2019-02-07
"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Binance Coin, Bitcoin SV: Price Analysis, Feb. 6","Investors with open positions are experiencing huge losses, and the ones sitting on the sidelines are scared to enter.",2019-02-07
"Bitcoin Falls Under $3,400 as Oil Futures See Mixed Movements","The top 20 cryptocurrencies are reporting slight to noteworthy losses, as Bitcoin has fallen under the $3,400 mark.",2019-02-06
"Crypto Markets Trade Sideways, Gold Tries to Find Direction Ahead of Trump Address","Most of the top ten coins are in the red, with losses over the 24 hour period at or below three percent",2019-02-06
Forbes ‘2019 Fintech 50’ Lists About Half as Many Blockchain Companies as 2018 Edition,The Forbes “Fintech 50” list for 2019 of top fintech firms features little over half as many blockchain companies as before.,2019-02-05
"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Feb. 4","While some are predicting the end of cryptocurrencies, Twitter Co-founder and CEO Jack Dorsey is bullish on Bitcoin’s future.",2019-02-05
"Stock Market Sees Significant Growth, While Bitcoin Keeps Stability Over Past 7 Days","Bitcoin has remained stable over the past 7 days, some cryptos are seeing moderate gains.",2019-02-05
"Bitcoin Hovers Over the $3,450 Mark as Top Cryptos See Slight Losses","The top 20 cryptocurrencies are reporting slight losses, as Bitcoin hovers over the $3,450 mark.",2019-02-04
"Top 5 Crypto Performers Overview: Litecoin, Binance Coin, Ripple, Bitcoin, Tron","Despite the bear market, some coins are still managing to outperform the overall trend.",2019-02-04
"SWIFT Announces PoC Gateway With R3, but Remains Overall Hesitant About Blockchain",Major global banking payments network SWIFT announced its collaboration with R3.,2019-02-04
"Bitcoin Approaches $3,500 as Top Cryptos See Mixed Signals","The top 20 cryptocurrencies are reporting a mix of slight gains and losses, as Bitcoin stays over the $3,450 mark.",2019-02-03
Crypto Payment Processor CoinGate Adds Support for Ripple’s XRP,Cryptocurrency payment processor CoinGate hаs added Ripple’s native token XRP to its payment options for merchants.,2019-02-02
"Markets Quiet as Most Major Coins Report Small Gains, Bitcoin Hangs Below $3,500","Crypto markets are largely trading sideway, with top coins reporting some small gains.",2019-02-02
"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Feb. 1","Institutions like Fidelity have not shelved their crypto plans completely, and are moving ahead with trading and custody projects.",2019-02-02
"SBI Reports Financial Results, Recognizes Ripple for Cross Border Payments","SBI Holdings has published its nine-month financial report, recognizing Ripple’s potential in cross-border payments.",2019-02-01
"Bitcoin Hovers Under $3,450 as All Top Cryptos See Moderate Losses","The top 20 cryptocurrencies are reporting moderate to heavy losses, with Bitcoin under $3,450 again.",2019-02-01
"Ripple Hires Ex-HSBC, CIT Exec as General Counsel After Five-Month Hiatus","Stuart Alderoty has already taken charge of steering legal and compliance procedures at Ripple, says the company.",2019-01-31
"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Jan. 30",The entry of major players such as investment firm Fidelity and the governments of UAE and Saudi Arabia instills confidence in the crypto market.,2019-01-31
"Bitcoin Approaches $3,500 as Top Cryptos See Growth","The top 20 cryptocurrencies are reporting moderate to notable gains, with Bitcoin approaching $3,500 again.",2019-01-30
SWIFT CEO Reveals Plans to Launch PoC Gateway With Blockchain Consortium R3 Tech,Major global banking payments network SWIFT has revealed it plans to integrate technology from R3.,2019-01-30
"Bitcoin Stands Still Around $3,400 as Most Top Cryptos Report Moderate Gains","The top 20 cryptocurrencies are reporting mostly moderate gains, with Bitcoin falling under $3,500 again.",2019-01-30
"Bitcoin, Ripple, Ethereum, EOS, Bitcoin Cash, Litecoin, Tron, Stellar, Bitcoin SV, Cardano: Price Analysis, Jan. 28",The market has still not found a solid bottom and initiating positions in a downtrend is not a good strategy.,2019-01-29
"Blockchain, DLTs, and a Lot of Crypto-Bashing: Main Takeaways From Davos WEF",Recap of this year’s World Economic Forum (WEF) Annual Meeting.,2019-01-28
"Bitcoin Falls Under $3,600 Again as Most Top Cryptos See Mild Losses","The top 20 cryptocurrencies are reporting discrete losses, with Bitcoin falling under $3,600 again.",2019-01-27
Research Firm Messari CEO: Threatening Calls After Critical XRP Report Were Made by ‘Punk Kids’,CEO of Messari has confirmed that the threatening calls he has received after his company criticized XRP were made by people unaffiliated with Ripple.,2019-01-27
"Bitcoin Stays Over $3,600 as Most Top Cryptos See Slight Gains","The top 20 cryptocurrencies report discreet gains, with Bitcoin hovering over $3,600 again.",2019-01-27
"Chinese Blockchain Rankings Released: EOS Still First, Ethereum Second, Bitcoin 15th","China has released its latest government-sponsored rankings of major cryptocurrencies, placing Bitcoin in 15th, while EOS keeps its top spot.",2019-01-26
Ripple Sold $535 Million Worth of XRP in 2018,A market report released by Ripple reveals that the company sold $535.56 million worth of XRP in 2018.,2019-01-26
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 25","Bitcoin has been stuck in a tight range for the past few days, while its 14-day volatility plummeted to its lowest level since mid-November.",2019-01-26
"Bitcoin Hovers Under $3,600 as Top Cryptos Remain Mostly Stable","The top 20 cryptocurrencies report discreet price action in mixed directions, with Bitcoin hovering under $3,600.",2019-01-26
Report: XRP Market Cap Could Be Overestimated By Billions,A report from crypto analytics firm Messari states that XRP’s market capitalization could be overvalued by $6 billion.,2019-01-25
"Cryptos Trade Sideways With Mild Gains and Losses Among Top Coins, Bitcoin Above $3,600","Most of the top 20 cryptocurrencies are trading sideways, with slight gains over the 24-hour period.",2019-01-25
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 23",Countries like Japan and Georgia are moving towards more digitized economies: what do the charts say about improving crypto fundamentals?,2019-01-24
Ripple and Major Beijing University Launch Blockchain Research Scholarship,The Institute for Fintech Research of Tsinghua University has partnered with Ripple to launch a blockchain research scholarship.,2019-01-24
"Bitcoin Approaches $3,600 Again as Top Cryptocurrencies See Gains","Most of the top 20 cryptocurrencies are seeing slight to substantial gains, with Bitcoin hovering just over $3,600.",2019-01-23
Who Scales It Best? Inside Blockchains’ Ongoing Transactions-Per-Second Race,"QtumX protocol can reportedly handle more than 10,000 transaction per second. What about others?",2019-01-23
"Bitcoin Hovers Over $3,550 as Top Cryptos See Slight Losses","Most of the top 20 cryptocurrencies are seeing slight to moderate losses, with Bitcoin hovering over $3,570.",2019-01-22
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, TRON, Bitcoin SV, Cardano: Price Analysis, Jan. 21","Statements from several industry insiders suggest that cryptocurrencies are undervalued, and a reversal should soon be on the cards.",2019-01-22
Total Market Cap Drops $5 Billion as All Major Coins Take Price Hit,"Cryptocurrencies are seeing price weakness across the board, with the top ten coins losing between 3 and 6 percent on the day, and Bitcoin down to around $3,570.",2019-01-21
"Bitcoin Falls Towards $3,550 as Top Cryptos See Moderate to Major Losses","All the top 20 cryptocurrencies are seeing moderate to major losses, with Bitcoin approaching the $3,550 mark again.",2019-01-20
"Bitcoin Nears $3,750 as Top Cryptos See Moderate Gains","All the top 20 cryptocurrencies are seeing slight to moderate gains, with Bitcoin approaching the $3,750 mark again.",2019-01-20
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, TRON, Bitcoin SV, Cardano: Price Analysis, Jan. 18",Winklevoss Capital’s Sterling Witzke claimed that institutional investors are not ready to take the big plunge into crypto. Do the charts support this?,2019-01-19
Crypto Prices See Calm as ZB.Com Bypasses Binance to Become Top Exchange,"Chinese exchange ZB.com saw an 80 percent surge in 24-hour traded volume to seal top exchange ranking on CoinMarketCap, surpassing Binance.",2019-01-19
Crypto Markets Stabilize With Scant Price Action Across the Board,"Crypto markets are stable today, with most top ten coins seeing mild losses over the 24 hours to press time.",2019-01-17
"Crypto Markets Experience Moderate Growth, Bitcoin Holds Above $3,600","All of the top 20 coins by market cap are seeing green today, Jan. 17, except for stablecoins USDT and USDC.",2019-01-17
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 16","Despite the market-wide price plunge last year, cryptocurrency trading volumes have actually increased in 2018 vs 2017.",2019-01-17
Ripple: Only XRP Private Keys That Used Software From Before August 2015 Are Vulnerable,Ripple software libraries published before August 2015 potentially rendered private keys which signed multiple transactions vulnerable.,2019-01-16
"Bitcoin Hovers Just Above $3,600 as Crypto Markets See Another Slump","Cryptocurrencies are declining again, after yesterday’s brief recovery attempt.",2019-01-16
"Bitcoin Approaches $3,700 as Top Cryptos Report Gains","All the top 20 cryptocurrencies are seeing slight to moderate gains, with Bitcoin approaching the $3,700 mark again.",2019-01-15
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 14","With some institutional players signalling diametrically opposite stances on crypto, we turn to the charts to see what the market’s next move will be.",2019-01-15
Crypto Markets Show Signs of Recovery Following Severe Losses,Cryptocurrencies have started growing again after seeing significant losses over the past couple of days.,2019-01-15
Bitcoin Sees New 2019 Lows as Crypto Markets Slide Down,"After a weekend mostly in the red, the crypto markets keep sliding down, with Bitcoin and other major currencies seeing moderate losses.",2019-01-14
"Bitcoin Falls Under $3,600 as Top Cryptocurrencies Report Moderate Losses","All the top 20 cryptocurrencies are seeing slight to moderate losses, with Bitcoin falling under $3,600 again.",2019-01-14
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 11","After this week’s downturn following the Ethereum Classic 51% attack saga, how will the top ten coins behave in the short-term?",2019-01-12
"Crypto Markets Attempt to Stem Recent Losses, Some Top Alts See Solid Green","After a major price rout yesterday, many cryptocurrencies are today clawing back lost ground, with most of the major coins tipping back into the green.",2019-01-12
"Bitcoin Dips Below $3,700 as All Top Cryptos See Severe Losses","All of the top 20 cryptocurrencies report severe losses, with Bitcoin tumbling below the $3,700 threshold.",2019-01-11
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Stellar, Tron, Bitcoin SV, Cardano: Price Analysis, Jan. 9","While some prominent investors are still on the fence about crypto, others see the current market as an opportunity to double down on it.",2019-01-10
"Bitcoin Holds Above $4,000 Amid Checkered Market Outlook","Crypto markets are continuing to show mixed signals, with most of the top market cap coins seeing mild changes both red and green.",2019-01-10
"Crypto Markets See Mixed Signals, Bitcoin Still Above $4,000","Bitcoin has been holding the psychological $4K mark for two days, while some of the other top currencies see mild losses",2019-01-09
"Payment Network RippleNet Exceeds 200 Customers, Garlinghouse Highlights Fiat Volatility","Payment network RippleNet has surpassed 200 customers, with financial institutions in 40 countries.",2019-01-09
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Stellar, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 7","As major institutional moves in the crypto industry loom on the horizon, we look at what the charts have to say short term.",2019-01-08
"Nasdaq-Powered EU Exchange Reveals Crypto Trading Pairs, Tokenized Stocks","Estonia-based DX Exchange, a platform powered by Nasdaq’s technology, has announced the crypto and tokenized stocks available to trade.",2019-01-08
"Bitcoin Tops $4,000 Amid Mostly Green Crypto Markets","Most of the top 20 cryptocurrencies are reporting slight to generous gains, with Bitcoin going above the $4,000 threshold.",2019-01-07
"Bitcoin Hovers Оver $3,850 as Top Cryptos See Mixed Signals","Most of the top 20 cryptocurrencies are reporting a mix of moderate gains and losses, with Bitcoin hovering over $3,850.",2019-01-07
"Crypto Markets See Green as Bitcoin Nears $3,900 and Ethereum Touches $160","The crypto markets are seeing a wave of green, with Bitcoin near $3,900 and Ethereum close to $160.",2019-01-05
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 4",Naysayers continue to believe that Bitcoin is a scam and can neither become a currency nor act as a store of value.,2019-01-05
"Crypto Markets See Mild Downturn, Bitcoin Holds Near $3,800","All major cryptocurrencies are seeing some further corrections today, Bitcoin hovers around $3,800.",2019-01-04
"On Bitcoin’s 10th Birthday, Crypto Markets See Corrections Across the Board","Crypto markets have dipped back into the red, with most of the top twenty cryptocurrencies by market cap seeing losses capped below 6 percent.",2019-01-04
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 2","While markets are up at the beginning of the new year, some investors remain cautious, suggesting that crypto will not be a safe haven for investors.",2019-01-03
"Crypto Markets Are Mostly in Green, Ethereum Regains Top Altcoin Position","Major currencies remain in the green, Bitcoin is holding the $3,800 mark, and Ethereum overtook Ripple as top altcoin.",2019-01-03
"Ethereum Reclaims Top Altcoin Position, Rises $500,000 Clear of XRP’s Market Cap",The reshuffle in the top three cryptocurrencies by market cap comes after Ethereum spent several weeks behind XRP.,2019-01-02
Top Cryptos See Modest Gains After Wavering Earlier Today,The top 20 coins by market capitalization are all seeing green after wavering slightly earlier today.,2019-01-02
"Bitcoin Falls Under $3,800 as Top Cryptocurrencies Remain Mostly in Red","Most of the top 20 cryptocurrencies are reporting discreet to moderate losses, with Bitcoin worth less than $3,800 again.",2019-01-02
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 31","It is the last day of a very tough year for crypto traders. While 2018 started on an upbeat note, it is ending with uncertainty.",2019-01-01
"Crypto Markets Teeter on New Year's Eve, With Mostly Losses Across the Board","On the cusp of the new year, most of the top 20 cryptocurrencies by market cap are in the red, with losses capped below 6 percent.",2018-12-31
"Top Cryptocurrencies Mostly in the Red, Bitcoin Falls Below $3,900 Again","Most of the top 20 cryptocurrencies are reporting discreet losses, with Bitcoin worth less than $3,900 again.",2018-12-31
"Bitcoin Above $3,900 Again as All Top Cryptocurrencies See Gains","All of the top 20 cryptocurrencies are in the green, with Bitcoin’s price going above $3,900 again.",2018-12-29
Visa to Purchase Ripple Cross-Border Payments Partner Earthport,Payment services giant Visa will reportedly acquire Ripple’s partner Earthport for over $251 million.,2018-12-29
Crypto Markets in the Green Following Tough Losses,Cryptocurrencies have entered the green zone after seeing some losses over the past couple of days.,2018-12-29
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 28","Crypto markets have given up some of their recent gains, which is expected. Rarely do markets bottom without forming a basing pattern.",2018-12-29
"Markets Take Renewed Downturn, Cryptos Hit By Strong Losses Across The Board","Markets have taken a renewed plunge, with virtually all of the top 100 cryptocurrencies in the red today.",2018-12-28
National Bank of Kuwait Launches Ripple-Based Cross-Border Payments Product,The National Bank of Kuwait has launched a remittance product for cross-border live payments based on RippleNet’s blockchain technology.,2018-12-28
Markets Remain Checkered After Christmas With Red and Green Across the Board,Markets are tentatively recovering after hefty losses hit all major cryptocurrencies yesterday on Christmas Day.,2018-12-27
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 24","The crypto market has seen all green this Christmas Eve, with Bitcoin solidly above the $4,000 mark.",2018-12-25
"Ethereum, Ripple Lead Altcoin Price Charge With More Than 15 Percent Gains","Bitcoin jumps 7 percent in daily trading, as many altcoins skyrocket in tandem.",2018-12-25
Top Crypto Exchange Binance Adds Ripple-Based Trading Pairs in New Expansion,Trading of Ripple with Tron and Zcoin with XRP as the base currency should go live today.,2018-12-24
"SBI Holdings’ Crypto Exchange Vctrade Accepts Bitcoin, Ethereum, Ripple Deposits","Vctrade, the cryptocurrency exchange owned by Japanese financial giant SBI Holdings, started accepting crypto deposits.",2018-12-24
"Bitcoin Above $4,000 Again as Top Cryptocurrencies See Gains Across the Board","All of the top 20 cryptocurrencies are in the green, with Bitcoin’s price going above $4,000 again.",2018-12-23
"Bitcoin Dips Below $3,900 as Crypto Markets See Red","The top 20 cryptocurrencies are mostly in the red, with Bitcoin dropping back under $3,900.",2018-12-22
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 21",Many crypto projects are still receiving funding even as the crypto market ends the year lower than some experts predicted.,2018-12-22
"Western Union Considers Crypto, Partners with Ripple to Test Blockchain Payments","Western Union claims company is technologically “ready to adopt any kind of currency,” including crypto.",2018-12-20
"Bitcoin, Ripple, Ethereum, EOS, Stellar, Bitcoin Cash, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 19","Markets are up slightly over the last few days, with some saying that prices have nearly found a bottom.",2018-12-20
"Bitcoin Extends Price Anniversary Rally to Hit $3,800 as Altcoins Surge Higher","Bitcoin is seeing a fresh push higher one year after it passed its highest-ever price of $20,000.",2018-12-19
