date,desc_sentence,desc_logit,desc_prediction,desc_sentiment_score,title_sentence,title_logit,title_prediction,title_sentiment_score,sentence
2019-01-10,"Crypto markets are continuing to show mixed signals, with most of the top market cap coins seeing mild changes both red and green.",[0.03003479 0.9387042  0.03126106],negative,-0.9086694,"Bitcoin Holds Above $4,000 Amid Checkered Market Outlook",[0.7999316  0.14411117 0.05595726],positive,0.6558204,"Bitcoin Holds Above $4,000 Amid Checkered Market Outlook. Crypto markets are continuing to show mixed signals, with most of the top market cap coins seeing mild changes both red and green."
2019-01-09,"Bitcoin has been holding the psychological $4K mark for two days, while some of the other top currencies see mild losses",[0.71822643 0.208144   0.07362954],positive,0.5100824,"Crypto Markets See Mixed Signals, Bitcoin Still Above $4,000",[0.19958284 0.7611435  0.03927372],negative,-0.56156063,"Crypto Markets See Mixed Signals, Bitcoin Still Above $4,000. Bitcoin has been holding the psychological $4K mark for two days, while some of the other top currencies see mild losses"
2019-01-09,"Payment network RippleNet has surpassed 200 customers, with financial institutions in 40 countries.",[0.5128406  0.00844056 0.47871885],positive,0.5044001,"Payment Network RippleNet Exceeds 200 Customers, Garlinghouse Highlights Fiat Volatility",[0.6521476  0.01594907 0.33190334],positive,0.6361985,"Payment Network RippleNet Exceeds 200 Customers, Garlinghouse Highlights Fiat Volatility. Payment network RippleNet has surpassed 200 customers, with financial institutions in 40 countries."
2019-01-08,"As major institutional moves in the crypto industry loom on the horizon, we look at what the charts have to say short term.",[0.03778654 0.0249962  0.93721724],neutral,0.012790343,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Stellar, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 7",[0.03625224 0.0167644  0.9469834 ],neutral,0.019487835,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Stellar, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 7. As major institutional moves in the crypto industry loom on the horizon, we look at what the charts have to say short term."
2019-01-08,"Estonia-based DX Exchange, a platform powered by Nasdaq’s technology, has announced the crypto and tokenized stocks available to trade.",[0.3689693  0.00904966 0.621981  ],neutral,0.35991964,"Nasdaq-Powered EU Exchange Reveals Crypto Trading Pairs, Tokenized Stocks",[0.0291606  0.02524852 0.94559085],neutral,0.003912082,"Nasdaq-Powered EU Exchange Reveals Crypto Trading Pairs, Tokenized Stocks. Estonia-based DX Exchange, a platform powered by Nasdaq’s technology, has announced the crypto and tokenized stocks available to trade."
2019-01-07,"Most of the top 20 cryptocurrencies are reporting slight to generous gains, with Bitcoin going above the $4,000 threshold.",[0.9497925  0.02465467 0.02555281],positive,0.9251378,"Bitcoin Tops $4,000 Amid Mostly Green Crypto Markets",[0.75798184 0.08325298 0.15876515],positive,0.6747289,"Bitcoin Tops $4,000 Amid Mostly Green Crypto Markets. Most of the top 20 cryptocurrencies are reporting slight to generous gains, with Bitcoin going above the $4,000 threshold."
2019-01-07,"Most of the top 20 cryptocurrencies are reporting a mix of moderate gains and losses, with Bitcoin hovering over $3,850.",[0.05666112 0.92407775 0.01926112],negative,-0.8674166,"Bitcoin Hovers Оver $3,850 as Top Cryptos See Mixed Signals",[0.05998969 0.91234124 0.02766904],negative,-0.85235155,"Bitcoin Hovers Оver $3,850 as Top Cryptos See Mixed Signals. Most of the top 20 cryptocurrencies are reporting a mix of moderate gains and losses, with Bitcoin hovering over $3,850."
2019-01-05,"The crypto markets are seeing a wave of green, with Bitcoin near $3,900 and Ethereum close to $160.",[0.69233936 0.05219814 0.2554625 ],positive,0.64014125,"Crypto Markets See Green as Bitcoin Nears $3,900 and Ethereum Touches $160",[0.37556452 0.17320989 0.45122567],neutral,0.20235462,"Crypto Markets See Green as Bitcoin Nears $3,900 and Ethereum Touches $160. The crypto markets are seeing a wave of green, with Bitcoin near $3,900 and Ethereum close to $160."
2019-01-05,Naysayers continue to believe that Bitcoin is a scam and can neither become a currency nor act as a store of value.,[0.03816304 0.35736173 0.60447526],neutral,-0.3191987,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 4",[0.03784372 0.01608762 0.94606864],neutral,0.021756098,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 4. Naysayers continue to believe that Bitcoin is a scam and can neither become a currency nor act as a store of value."
2019-01-04,"All major cryptocurrencies are seeing some further corrections today, Bitcoin hovers around $3,800.",[0.9032637  0.05623348 0.0405029 ],positive,0.8470302,"Crypto Markets See Mild Downturn, Bitcoin Holds Near $3,800",[0.11421559 0.83691967 0.04886479],negative,-0.72270405,"Crypto Markets See Mild Downturn, Bitcoin Holds Near $3,800. All major cryptocurrencies are seeing some further corrections today, Bitcoin hovers around $3,800."
2019-01-04,"Crypto markets have dipped back into the red, with most of the top twenty cryptocurrencies by market cap seeing losses capped below 6 percent.",[0.01251108 0.96874535 0.01874357],negative,-0.9562343,"On Bitcoin’s 10th Birthday, Crypto Markets See Corrections Across the Board",[0.0268206  0.93589044 0.03728901],negative,-0.90906984,"On Bitcoin’s 10th Birthday, Crypto Markets See Corrections Across the Board. Crypto markets have dipped back into the red, with most of the top twenty cryptocurrencies by market cap seeing losses capped below 6 percent."
2019-01-03,"While markets are up at the beginning of the new year, some investors remain cautious, suggesting that crypto will not be a safe haven for investors.",[0.04284092 0.9038624  0.05329664],negative,-0.8610215,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 2",[0.03799602 0.01608396 0.94592005],neutral,0.02191206,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Jan. 2. While markets are up at the beginning of the new year, some investors remain cautious, suggesting that crypto will not be a safe haven for investors."
2019-01-03,"Major currencies remain in the green, Bitcoin is holding the $3,800 mark, and Ethereum overtook Ripple as top altcoin.",[0.5854988  0.04177074 0.3727305 ],positive,0.54372805,"Crypto Markets Are Mostly in Green, Ethereum Regains Top Altcoin Position",[0.28117526 0.01899167 0.6998331 ],neutral,0.26218358,"Crypto Markets Are Mostly in Green, Ethereum Regains Top Altcoin Position. Major currencies remain in the green, Bitcoin is holding the $3,800 mark, and Ethereum overtook Ripple as top altcoin."
2019-01-02,The reshuffle in the top three cryptocurrencies by market cap comes after Ethereum spent several weeks behind XRP.,[0.06863594 0.05976314 0.8716009 ],neutral,0.008872803,"Ethereum Reclaims Top Altcoin Position, Rises $500,000 Clear of XRP’s Market Cap",[0.93769014 0.02387786 0.03843202],positive,0.9138123,"Ethereum Reclaims Top Altcoin Position, Rises $500,000 Clear of XRP’s Market Cap. The reshuffle in the top three cryptocurrencies by market cap comes after Ethereum spent several weeks behind XRP."
2019-01-02,The top 20 coins by market capitalization are all seeing green after wavering slightly earlier today.,[0.85397506 0.08275869 0.06326622],positive,0.7712164,Top Cryptos See Modest Gains After Wavering Earlier Today,[0.9167954  0.05806983 0.02513471],positive,0.85872555,Top Cryptos See Modest Gains After Wavering Earlier Today. The top 20 coins by market capitalization are all seeing green after wavering slightly earlier today.
2019-01-02,"Most of the top 20 cryptocurrencies are reporting discreet to moderate losses, with Bitcoin worth less than $3,800 again.",[0.01053823 0.96852016 0.02094166],negative,-0.95798194,"Bitcoin Falls Under $3,800 as Top Cryptocurrencies Remain Mostly in Red",[0.02463347 0.9326074  0.04275911],negative,-0.90797395,"Bitcoin Falls Under $3,800 as Top Cryptocurrencies Remain Mostly in Red. Most of the top 20 cryptocurrencies are reporting discreet to moderate losses, with Bitcoin worth less than $3,800 again."
2019-01-01,"It is the last day of a very tough year for crypto traders. While 2018 started on an upbeat note, it is ending with uncertainty.",[0.03503282 0.9194693  0.04549796],negative,-0.8844365,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 31",[0.0326037  0.01757907 0.94981724],neutral,0.01502463,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 31. It is the last day of a very tough year for crypto traders. While 2018 started on an upbeat note, it is ending with uncertainty."
2018-12-31,"On the cusp of the new year, most of the top 20 cryptocurrencies by market cap are in the red, with losses capped below 6 percent.",[0.06587774 0.9018036  0.03231866],negative,-0.8359259,"Crypto Markets Teeter on New Year's Eve, With Mostly Losses Across the Board",[0.01563578 0.9699303  0.01443387],negative,-0.9542945,"Crypto Markets Teeter on New Year's Eve, With Mostly Losses Across the Board. On the cusp of the new year, most of the top 20 cryptocurrencies by market cap are in the red, with losses capped below 6 percent."
2018-12-31,"Most of the top 20 cryptocurrencies are reporting discreet losses, with Bitcoin worth less than $3,900 again.",[0.00752092 0.97226197 0.02021712],negative,-0.96474105,"Top Cryptocurrencies Mostly in the Red, Bitcoin Falls Below $3,900 Again",[0.07214298 0.7135625  0.21429448],negative,-0.64141953,"Top Cryptocurrencies Mostly in the Red, Bitcoin Falls Below $3,900 Again. Most of the top 20 cryptocurrencies are reporting discreet losses, with Bitcoin worth less than $3,900 again."
2018-12-29,"All of the top 20 cryptocurrencies are in the green, with Bitcoin’s price going above $3,900 again.",[0.43032247 0.0370107  0.5326668 ],neutral,0.39331177,"Bitcoin Above $3,900 Again as All Top Cryptocurrencies See Gains",[0.7809972  0.09254918 0.12645362],positive,0.688448,"Bitcoin Above $3,900 Again as All Top Cryptocurrencies See Gains. All of the top 20 cryptocurrencies are in the green, with Bitcoin’s price going above $3,900 again."
2018-12-29,Payment services giant Visa will reportedly acquire Ripple’s partner Earthport for over $251 million.,[0.19493239 0.00757308 0.7974946 ],neutral,0.1873593,Visa to Purchase Ripple Cross-Border Payments Partner Earthport,[0.42116112 0.00742521 0.57141364],neutral,0.4137359,Visa to Purchase Ripple Cross-Border Payments Partner Earthport. Payment services giant Visa will reportedly acquire Ripple’s partner Earthport for over $251 million.
2018-12-29,Cryptocurrencies have entered the green zone after seeing some losses over the past couple of days.,[0.1865113 0.7936447 0.0198439],negative,-0.60713345,Crypto Markets in the Green Following Tough Losses,[0.11137714 0.78557914 0.10304369],negative,-0.674202,Crypto Markets in the Green Following Tough Losses. Cryptocurrencies have entered the green zone after seeing some losses over the past couple of days.
2018-12-29,"Crypto markets have given up some of their recent gains, which is expected. Rarely do markets bottom without forming a basing pattern.",[0.02691637 0.7565167  0.216567  ],negative,-0.7296003,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 28",[0.03486264 0.01717366 0.9479638 ],neutral,0.017688988,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, EOS, Stellar, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 28. Crypto markets have given up some of their recent gains, which is expected. Rarely do markets bottom without forming a basing pattern."
2018-12-28,"Markets have taken a renewed plunge, with virtually all of the top 100 cryptocurrencies in the red today.",[0.01748262 0.96008956 0.02242783],negative,-0.9426069,"Markets Take Renewed Downturn, Cryptos Hit By Strong Losses Across The Board",[0.0187191  0.96172965 0.01955121],negative,-0.94301057,"Markets Take Renewed Downturn, Cryptos Hit By Strong Losses Across The Board. Markets have taken a renewed plunge, with virtually all of the top 100 cryptocurrencies in the red today."
2018-12-28,The National Bank of Kuwait has launched a remittance product for cross-border live payments based on RippleNet’s blockchain technology.,[0.30172682 0.00711405 0.6911591 ],neutral,0.29461277,National Bank of Kuwait Launches Ripple-Based Cross-Border Payments Product,[0.11311244 0.01298791 0.87389964],neutral,0.10012453,National Bank of Kuwait Launches Ripple-Based Cross-Border Payments Product. The National Bank of Kuwait has launched a remittance product for cross-border live payments based on RippleNet’s blockchain technology.
2018-12-27,Markets are tentatively recovering after hefty losses hit all major cryptocurrencies yesterday on Christmas Day.,[0.7966657  0.17793068 0.02540361],positive,0.6187351,Markets Remain Checkered After Christmas With Red and Green Across the Board,[0.0826752  0.13885535 0.7784695 ],neutral,-0.056180157,Markets Remain Checkered After Christmas With Red and Green Across the Board. Markets are tentatively recovering after hefty losses hit all major cryptocurrencies yesterday on Christmas Day.
2018-12-25,"The crypto market has seen all green this Christmas Eve, with Bitcoin solidly above the $4,000 mark.",[0.9367938  0.02599934 0.0372068 ],positive,0.9107945,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 24",[0.03634105 0.01645474 0.9472042 ],neutral,0.019886315,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 24. The crypto market has seen all green this Christmas Eve, with Bitcoin solidly above the $4,000 mark."
2018-12-25,"Bitcoin jumps 7 percent in daily trading, as many altcoins skyrocket in tandem.",[0.9047669  0.05721879 0.03801427],positive,0.8475481,"Ethereum, Ripple Lead Altcoin Price Charge With More Than 15 Percent Gains",[0.6751373  0.02327373 0.301589  ],positive,0.6518636,"Ethereum, Ripple Lead Altcoin Price Charge With More Than 15 Percent Gains. Bitcoin jumps 7 percent in daily trading, as many altcoins skyrocket in tandem."
2018-12-24,Trading of Ripple with Tron and Zcoin with XRP as the base currency should go live today.,[0.1126251  0.00897962 0.87839526],neutral,0.10364548,Top Crypto Exchange Binance Adds Ripple-Based Trading Pairs in New Expansion,[0.11709528 0.01433392 0.8685708 ],neutral,0.10276136,Top Crypto Exchange Binance Adds Ripple-Based Trading Pairs in New Expansion. Trading of Ripple with Tron and Zcoin with XRP as the base currency should go live today.
2018-12-24,"Vctrade, the cryptocurrency exchange owned by Japanese financial giant SBI Holdings, started accepting crypto deposits.",[0.1581902  0.01111135 0.83069843],neutral,0.14707886,"SBI Holdings’ Crypto Exchange Vctrade Accepts Bitcoin, Ethereum, Ripple Deposits",[0.03569087 0.0130948  0.9512143 ],neutral,0.022596076,"SBI Holdings’ Crypto Exchange Vctrade Accepts Bitcoin, Ethereum, Ripple Deposits. Vctrade, the cryptocurrency exchange owned by Japanese financial giant SBI Holdings, started accepting crypto deposits."
2018-12-23,"All of the top 20 cryptocurrencies are in the green, with Bitcoin’s price going above $4,000 again.",[0.50065    0.03105447 0.46829557],positive,0.46959552,"Bitcoin Above $4,000 Again as Top Cryptocurrencies See Gains Across the Board",[0.9414888  0.02285161 0.03565963],positive,0.9186372,"Bitcoin Above $4,000 Again as Top Cryptocurrencies See Gains Across the Board. All of the top 20 cryptocurrencies are in the green, with Bitcoin’s price going above $4,000 again."
2018-12-22,"The top 20 cryptocurrencies are mostly in the red, with Bitcoin dropping back under $3,900.",[0.01375037 0.9587269  0.02752279],negative,-0.9449765,"Bitcoin Dips Below $3,900 as Crypto Markets See Red",[0.0363978  0.881717   0.08188519],negative,-0.8453192,"Bitcoin Dips Below $3,900 as Crypto Markets See Red. The top 20 cryptocurrencies are mostly in the red, with Bitcoin dropping back under $3,900."
2018-12-22,Many crypto projects are still receiving funding even as the crypto market ends the year lower than some experts predicted.,[0.01883316 0.96320564 0.01796121],negative,-0.9443725,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 21",[0.03347191 0.01788543 0.9486427 ],neutral,0.015586486,"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 21. Many crypto projects are still receiving funding even as the crypto market ends the year lower than some experts predicted."
2018-12-20,"Western Union claims company is technologically “ready to adopt any kind of currency,” including crypto.",[0.2401894  0.00868849 0.75112206],neutral,0.23150091,"Western Union Considers Crypto, Partners with Ripple to Test Blockchain Payments",[0.264172   0.00681366 0.7290144 ],neutral,0.2573583,"Western Union Considers Crypto, Partners with Ripple to Test Blockchain Payments. Western Union claims company is technologically “ready to adopt any kind of currency,” including crypto."
2018-12-20,"Markets are up slightly over the last few days, with some saying that prices have nearly found a bottom.",[0.92969984 0.04465643 0.02564379],positive,0.8850434,"Bitcoin, Ripple, Ethereum, EOS, Stellar, Bitcoin Cash, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 19",[0.033894   0.01765091 0.9484551 ],neutral,0.01624309,"Bitcoin, Ripple, Ethereum, EOS, Stellar, Bitcoin Cash, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 19. Markets are up slightly over the last few days, with some saying that prices have nearly found a bottom."
2018-12-19,"Bitcoin is seeing a fresh push higher one year after it passed its highest-ever price of $20,000.",[0.9354884  0.01531002 0.04920161],positive,0.92017835,"Bitcoin Extends Price Anniversary Rally to Hit $3,800 as Altcoins Surge Higher",[0.9229939  0.02932417 0.04768194],positive,0.8936697,"Bitcoin Extends Price Anniversary Rally to Hit $3,800 as Altcoins Surge Higher. Bitcoin is seeing a fresh push higher one year after it passed its highest-ever price of $20,000."
2018-12-19,"GMT, which describes itself as Israel’s “largest” financial player, is joining Ripple’s network, alongside names such as MoneyGram.",[0.14789334 0.00786825 0.8442384 ],neutral,0.1400251,Israel: Financial Services Firm GMT Joins RippleNet,[0.03795798 0.03266589 0.92937607],neutral,0.005292084,"Israel: Financial Services Firm GMT Joins RippleNet. GMT, which describes itself as Israel’s “largest” financial player, is joining Ripple’s network, alongside names such as MoneyGram."
2018-12-18,"In the absence of motivating factors, BTC/USD experienced what could be called a commemorative pump Tuesday.",[0.31599012 0.641912   0.04209791],negative,-0.32592186,"A Year After $20K All-Time Highs, Bitcoin Price Sees a Small Rally Above $3.5K",[0.932046   0.02404078 0.04391322],positive,0.90800524,"A Year After $20K All-Time Highs, Bitcoin Price Sees a Small Rally Above $3.5K. In the absence of motivating factors, BTC/USD experienced what could be called a commemorative pump Tuesday."
2018-12-18,"One year ago today, Bitcoin hit $20,000. As a sharp rally from current levels seems unlikely investors should have a long-term horizon and not expect overnight riches.",[0.41269842 0.16183478 0.4254668 ],neutral,0.25086364,"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Bitcoin Cash, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 17",[0.03375403 0.01783412 0.9484119 ],neutral,0.015919905,"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Bitcoin Cash, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 17. One year ago today, Bitcoin hit $20,000. As a sharp rally from current levels seems unlikely investors should have a long-term horizon and not expect overnight riches."
2018-12-17,"The top 20 cryptocurrencies are all in the green, two of them reporting double-digit gains, Bitcoin approaches over $3,300.",[0.87503654 0.02696592 0.09799748],positive,0.8480706,"Greenlight: All Top Cryptos See Gains, Bitcoin Nears $3,300",[0.9291281  0.02054923 0.05032273],positive,0.9085789,"Greenlight: All Top Cryptos See Gains, Bitcoin Nears $3,300. The top 20 cryptocurrencies are all in the green, two of them reporting double-digit gains, Bitcoin approaches over $3,300."
2018-12-16,"Top cryptocurrencies report moderate losses and Bitcoin briefly dips under the $3,200 mark in the past 24 hours.",[0.01319093 0.9705564  0.01625271],negative,-0.95736545,"Top Cryptos See Mixed Gains & Losses, Bitcoin Fights to Stay Over $3,200",[0.75250304 0.20180024 0.04569675],positive,0.5507028,"Top Cryptos See Mixed Gains & Losses, Bitcoin Fights to Stay Over $3,200. Top cryptocurrencies report moderate losses and Bitcoin briefly dips under the $3,200 mark in the past 24 hours."
2018-12-15,"While total market cap threatens to break below $100 billion, new research shows that the amount of crypto users doubled by Q3 2018. Does this signal a recovery in the future?",[0.80856174 0.05621077 0.13522758],positive,0.752351,"Bitcoin, Ripple, Ethereum, Stellar, EOS, Bitcoin Cash, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 14",[0.03550521 0.01683418 0.94766057],neutral,0.01867102,"Bitcoin, Ripple, Ethereum, Stellar, EOS, Bitcoin Cash, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 14. While total market cap threatens to break below $100 billion, new research shows that the amount of crypto users doubled by Q3 2018. Does this signal a recovery in the future?"
2018-12-14,"After seeing a small rebound yesterday, crypto markets are again in the red, Bitcoin trading around $3,400.",[0.82287765 0.11116892 0.06595342],positive,0.7117087,"Bitcoin Price Near $3,400, Wider Crypto Markets See Another Mild Slump",[0.48343852 0.41628304 0.10027839],positive,0.06715548,"Bitcoin Price Near $3,400, Wider Crypto Markets See Another Mild Slump. After seeing a small rebound yesterday, crypto markets are again in the red, Bitcoin trading around $3,400."
2018-12-14,UAE Exchange has partnered with Ripple to launch blockchain-based cross-border remittances to Asia by Q1 2019.,[0.8817114  0.00689948 0.11138906],positive,0.87481195,"UAE Exchange, Ripple to Launch Blockchain Remittances to Asia by Q1 2019",[0.5547702  0.00823867 0.43699116],positive,0.5465315,"UAE Exchange, Ripple to Launch Blockchain Remittances to Asia by Q1 2019. UAE Exchange has partnered with Ripple to launch blockchain-based cross-border remittances to Asia by Q1 2019."
2018-12-13,"Crypto markets have overcome yesterday’s downturn, as the top 20 coins are seeing green across the board.",[0.94198287 0.01905537 0.03896182],positive,0.9229275,"Crypto Markets See Modest Gains, Bitcoin Rises Above $3,400",[0.9351695  0.02845867 0.03637184],positive,0.90671086,"Crypto Markets See Modest Gains, Bitcoin Rises Above $3,400. Crypto markets have overcome yesterday’s downturn, as the top 20 coins are seeing green across the board."
2018-12-13,"The recent slump in markets has provided traders with a good buying opportunity, but a recovery may not come in the form of a dramatic vertical rally.",[0.91975206 0.05429527 0.0259526 ],positive,0.8654568,"Bitcoin, Ripple, Ethereum, Stellar, EOS, Bitcoin Cash, Bitcoin SV, Litecoin, TRON, Cardano: Price Analysis, Dec. 12",[0.03495437 0.01679243 0.94825315],neutral,0.01816194,"Bitcoin, Ripple, Ethereum, Stellar, EOS, Bitcoin Cash, Bitcoin SV, Litecoin, TRON, Cardano: Price Analysis, Dec. 12. The recent slump in markets has provided traders with a good buying opportunity, but a recovery may not come in the form of a dramatic vertical rally."
2018-12-12,"Bitcoin’s volatility continues, the coin dropping below $3,400 soon after challenging $3,700.",[0.00965687 0.9695189  0.02082424],negative,-0.95986205,"Bitcoin Dips Below $3,400 as Market Volatility Continues",[0.02013215 0.9451308  0.03473705],negative,-0.9249987,"Bitcoin Dips Below $3,400 as Market Volatility Continues. Bitcoin’s volatility continues, the coin dropping below $3,400 soon after challenging $3,700."
2018-12-11,The trade volume of retail investors has been dropping and there is still a lack of participation from traditional investors like investment banks.,[0.00733817 0.9675875  0.02507437],negative,-0.9602493,"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, Bitcoin SV, EOS, Litecoin, TRON, Cardano: Price Analysis, Dec. 10",[0.0340879  0.01734484 0.9485673 ],neutral,0.016743055,"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, Bitcoin SV, EOS, Litecoin, TRON, Cardano: Price Analysis, Dec. 10. The trade volume of retail investors has been dropping and there is still a lack of participation from traditional investors like investment banks."
2018-12-11,"Crypto markets have failed to hold on to gains from Dec. 9, with Bitcoin trading below $3,500 again.",[0.02420149 0.9528532  0.02294526],negative,-0.9286517,"Markets Fail to Hold Yesterday’s Gains, Bitcoin Trades Below $3,500",[0.01958395 0.9424284  0.03798758],negative,-0.92284447,"Markets Fail to Hold Yesterday’s Gains, Bitcoin Trades Below $3,500. Crypto markets have failed to hold on to gains from Dec. 9, with Bitcoin trading below $3,500 again."
2018-12-08,"After seeing another big sell-off, crypto markets are trading sideways, with total market cap hovering around yesterday’s levels.",[0.01844051 0.948578   0.03298148],negative,-0.9301375,"Crypto Rankings' Shake-Up Follows Yesterday’s Market Crash as Bitcoin Stays Around $3,400",[0.01843523 0.93759584 0.04396888],negative,-0.9191606,"Crypto Rankings' Shake-Up Follows Yesterday’s Market Crash as Bitcoin Stays Around $3,400. After seeing another big sell-off, crypto markets are trading sideways, with total market cap hovering around yesterday’s levels."
2018-12-08,Markets are down following more delays on a Bitcoin ETF decision from the U.S. SEC. Let’s consult the charts and see how top coins are faring.,[0.00854038 0.95335406 0.03810555],negative,-0.94481367,"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, Bitcoin SV, EOS, Litecoin, TRON, Cardano: Price Analysis, Dec. 7",[0.0350593  0.01712652 0.9478142 ],neutral,0.017932773,"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, Bitcoin SV, EOS, Litecoin, TRON, Cardano: Price Analysis, Dec. 7. Markets are down following more delays on a Bitcoin ETF decision from the U.S. SEC. Let’s consult the charts and see how top coins are faring."
2018-12-07,"U.S.-based crypto exchange Coinbase “explores” adding support for 31 cryptocurrencies, including major coins such as XRP, EOS, ADA.",[0.90117854 0.00798524 0.09083631],positive,0.8931933,"Major Crypto Exchange Coinbase ‘Explores’ Listing XRP, Cardano, EOS, Others",[0.05129245 0.01255188 0.9361556 ],neutral,0.038740568,"Major Crypto Exchange Coinbase ‘Explores’ Listing XRP, Cardano, EOS, Others. U.S.-based crypto exchange Coinbase “explores” adding support for 31 cryptocurrencies, including major coins such as XRP, EOS, ADA."
2018-12-07,"Crypto markets have today again taken a major downturn, with virtually all of the major coins by market cap seeing double digit losses — some as high as over 20 percent.",[0.01006024 0.9726811  0.0172586 ],negative,-0.96262085,"Market Mayhem: Bitcoin Sinks Below $3.4K, Ethereum Plummets to Double Digits",[0.00998004 0.95176995 0.03825004],negative,-0.9417899,"Market Mayhem: Bitcoin Sinks Below $3.4K, Ethereum Plummets to Double Digits. Crypto markets have today again taken a major downturn, with virtually all of the major coins by market cap seeing double digit losses — some as high as over 20 percent."
2018-12-07,"Crypto markets have continued yesterday’s downtrend, with Bitcoin Cash, EOS, and Binance Coin seeing major losses.",[0.0087398  0.97309655 0.01816364],negative,-0.9643567,"Major Coins Show Poor Performance, With Ethereum Dipping Below $100",[0.00874757 0.9743668  0.01688567],negative,-0.9656192,"Major Coins Show Poor Performance, With Ethereum Dipping Below $100. Crypto markets have continued yesterday’s downtrend, with Bitcoin Cash, EOS, and Binance Coin seeing major losses."
2018-12-06,Today all but one of the top 20 cryptocurrencies registered losses. Bitcoin is down over 4 percent in the last 24 hours.,[0.01022882 0.9715028  0.01826827],negative,-0.96127397,"Top Cryptocurrencies See Moderate Losses, Bitcoin Below $3,800",[0.0240481  0.9466055  0.02934643],negative,-0.9225574,"Top Cryptocurrencies See Moderate Losses, Bitcoin Below $3,800. Today all but one of the top 20 cryptocurrencies registered losses. Bitcoin is down over 4 percent in the last 24 hours."
2018-12-06,"While expert opinions over Bitcoin’s future vary, the current bear market has failed to deter investment from large players, showing that interest in the space in alive and well.",[0.82452965 0.12380917 0.05166119],positive,0.7007205,"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, EOS, Litecoin, Cardano, TRON, Monero: Price Analysis, Dec. 5",[0.03710753 0.0166468  0.9462457 ],neutral,0.020460729,"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, EOS, Litecoin, Cardano, TRON, Monero: Price Analysis, Dec. 5. While expert opinions over Bitcoin’s future vary, the current bear market has failed to deter investment from large players, showing that interest in the space in alive and well."
2018-12-06,"Enterprise blockchain consortium R3 has released a new universal payment settlement platform, with ‘rival’ Ripple’s XRP the first crypto to be supported.",[0.5957747  0.00785883 0.39636648],positive,0.5879159,R3 Adds Ripple as First Crypto for Its Universal Payments DApp,[0.08177321 0.0109708  0.907256  ],neutral,0.07080241,"R3 Adds Ripple as First Crypto for Its Universal Payments DApp. Enterprise blockchain consortium R3 has released a new universal payment settlement platform, with ‘rival’ Ripple’s XRP the first crypto to be supported."
